# index, label, _pos
2249,"GREITZER, E","array([-51.54632997, 285.53851002])"
2250,"SASADA, T","array([ 90.88977407, 248.59230844])"
2251,"MALBOUISSON, APC","array([29.61657816, 69.12569077])"
2252,"NOGUEIRA, FS","array([31.71735299, 65.36811224])"
2253,"SVAITER, NF","array([26.67803421, 58.34888791])"
2254,"TURGUT, OT","array([-158.71026341,  -15.45951151])"
2255,"GABERDIEL, MR","array([ 5.67059628, 76.47035518])"
2256,"FLORATOS, EG","array([-14.82525252,  44.02099156])"
2257,"NICOLIS, S","array([-14.96904407,  35.28721209])"
2258,"KAWAMURA, M","array([-19.78632171,  96.23465574])"
2259,"ITOH, T","array([-27.0070803, 145.1141813])"
2260,"SATO, T","array([-24.84583811, 136.76461515])"
2261,"GYURUSI, J","array([40.51385902, 82.85706836])"
2262,"LESAGE, F","array([32.58502157, 89.59880632])"
2263,"SAKAI, S","array([-213.78768462,  -35.71045652])"
2264,"SETHI, S","array([-3.01513272, 77.3076921 ])"
2265,"STERN, M","array([ 3.83143112, 80.71645933])"
2266,"ZASLOW, E","array([ 3.01111533, 75.4394307 ])"
2267,"YASUI, Y","array([ 25.9862879 , 119.20034342])"
2268,"OGURA, W","array([ 27.32155639, 122.98733233])"
2269,"BURAKOVSKY, L","array([-11.49494131,  22.76180272])"
2270,"SCHIEVE, WC","array([-11.90383212,  23.99825972])"
2271,"NILSSON, BEW","array([ 3.7615076 , 52.37671088])"
2272,"SALOMONSON, P","array([ 0.72531734, 54.09995061])"
2273,"ZHU, C","array([-14.75477661,  37.70735024])"
2274,"MIETTINEN, M","array([34.17134203, 61.17794301])"
2275,"MEDINA, M","array([-43.39431733,  90.04028239])"
2276,"IVANOVA, TA","array([34.1317045 , 78.50665176])"
2277,"POPOV, AD","array([26.61318507, 79.78094251])"
2278,"VALLERIANI, A","array([28.95023498, 90.16583131])"
2279,"GAGNE, D","array([-10.25967767,  90.56511798])"
2280,"WIEDEMANN, UA","array([-50.26644488,  19.46763551])"
2281,"LANDSMAN, NP","array([-54.87316665,  12.55999166])"
2282,"TERANTONYAN, VM","array([-16.50408305, 124.15093609])"
2283,"TERENTJEV, EM","array([ -48.99511125, -133.53678138])"
2284,"FORD, C","array([-20.95304153, 106.6916735 ])"
2285,"SACHS, I","array([-18.81528592,  96.19814433])"
2286,"EVANS, JM","array([ 3.89759936, 67.57270973])"
2287,"HOLLOWOOD, TJ","array([-5.27904145, 56.10910338])"
2288,"HURTH, T","array([ 5.97494043, 72.39435518])"
2289,"LEV, FM","array([-158.66371625,  -51.69384195])"
2290,"MARANER, P","array([  52.52073835, -128.66537349])"
2291,"BOLDO, JL","array([27.8426091 , 60.17256528])"
2292,"RYANG, S","array([180.46138235,  -3.91117093])"
2293,"RECAMI, E","array([ -6.02117654, -86.99414518])"
2294,"FOLMAN, R","array([ -5.47709331, -89.48724379])"
2295,"SALESI, G","array([ -5.04031466, -85.11615511])"
2296,"LEONIDOV, AV","array([-37.34294293,  11.73373964])"
2297,"NECHITAILO, VA","array([-38.94590716,  11.19549123])"
2298,"OWEN, DA","array([-38.58684508,  12.77317162])"
2299,"CHANG, Z","array([ 29.35124152, 118.50901382])"
2300,"THOMS, S","array([-33.02211526,  19.8249678 ])"
2301,"CIUCHINI, M","array([-65.92821723,  89.91393663])"
2302,"GRACEY, JA","array([-67.6750986 ,  84.89146668])"
2303,"PIERCE, DM","array([18.92962689, 50.8885912 ])"
2304,"GAROUSI, MR","array([-24.63589041,  73.30559057])"
2305,"JUNKER, G","array([-72.22693662,  38.56294461])"
2306,"KARL, H","array([-78.33140614,  34.6333209 ])"
2307,"LESCHKE, H","array([-78.58498558,  36.33856934])"
2308,"YAMAMOTO, T","array([  9.25705947, 110.08460325])"
2309,"KAWAKAMI, N","array([ 12.38738722, 107.48126532])"
2310,"ASSELMEYER, T","array([-171.25468198,   63.68022839])"
2311,"HESS, G","array([-170.14440113,   65.78718356])"
2312,"KEIPER, R","array([-172.31400829,   61.61769779])"
2313,"CHEN, T","array([20.41200479, 59.1808307 ])"
2314,"SEIFERT, M","array([20.71582945, 60.43451583])"
2315,"YANG, JV","array([162.03711774,  33.91474345])"
2316,"MIKOVIC, A","array([ 7.70476109, 44.3673707 ])"
2317,"HARTLE, JB","array([-162.37548031,  223.51473565])"
2318,"COPELAND, EJ","array([-34.54128402,  57.39078036])"
2319,"LAHIRI, A","array([-40.41464754,  53.73780562])"
2320,"DANIELS, RD","array([30.07671099, 59.30629233])"
2321,"SHORE, GM","array([21.75068594, 61.72187067])"
2322,"GARATTINI, R","array([-156.60584683,  131.63414437])"
2323,"BAAL, PV","array([-46.16569527, 118.61828407])"
2324,"RN, JA","array([-36.81131414,  80.51508694])"
2325,"SCHEICH, C","array([-32.7431543 ,  88.72732738])"
2326,"WESTERBERG, KM","array([ 2.78233192, 80.61635205])"
2327,"KAWAMURA, Y","array([-2.36573924, 48.1127016 ])"
2328,"CARTER, RABB","array([-80.44616056, 215.08528138])"
2329,"ROBINSON, MM","array([-49.44138422, 236.92868175])"
2330,"ZIABICKI, J","array([-49.19354302, 234.67763048])"
2331,"FUJISAKI, H","array([ 5.82158559, 30.14411274])"
2332,"KUMEKAWA, K","array([ 4.7753647 , 33.10206031])"
2333,"YAMAGUCHI, M","array([ 0.48814257, 42.57070944])"
2334,"TOMARAS, TN","array([-17.6919745 ,  81.26507985])"
2335,"JURCO, B","array([ 5.88586093, 24.42830276])"
2336,"SCHLIEKER, M","array([ 9.28232093, 17.69634951])"
2337,"ALDROVANDI, E","array([174.30544369, 173.8519896 ])"
2338,"FEIGIN, B","array([31.49318173, 99.15957596])"
2339,"HUFFMANN, A","array([  6.06173017, 118.40885279])"
2340,"PILLIN, M","array([-161.95432213,  214.67808655])"
2341,"BYTSKO, AG","array([ 9.42029536, 49.82892705])"
2342,"ROSU, HC","array([-42.20738312,  90.21349646])"
2343,"REYES, MA","array([-45.36926912,  90.86136778])"
2344,"NUSSINOV, S","array([-28.30724975,  44.52104422])"
2345,"POPESCU, S","array([-25.24468143,  46.66874095])"
2346,"CHEKHOV, L","array([-41.00417266,  87.25725985])"
2347,"MICKELSSON, J","array([35.1403411 , 42.41133898])"
2348,"GIACCONI, P","array([-66.28995947,  66.65639217])"
2349,"MALTONI, F","array([-66.03634006,  65.16425559])"
2350,"SOLDATI, R","array([-59.25514167,  66.77346261])"
2351,"WATTS, GMT","array([24.94583933, 81.55379065])"
2352,"CHANG, D","array([195.40684566,  58.61772317])"
2353,"CHANG, W","array([197.65336046,  58.94326621])"
2354,"PARTOUCHE, H","array([-7.35013236, 62.12111242])"
2355,"HAYASHI, M","array([ 8.29526823, 33.19260089])"
2356,"PONS, JM","array([-10.24321139,  86.65069384])"
2357,"ZAMORA, F","array([-6.44166674, 80.7017338 ])"
2358,"PELC, O","array([-6.98448098, 54.43902455])"
2359,"VANEGAS, N","array([-0.38242488, 56.47360678])"
2360,"SCHOTLZ, FG","array([-36.71049781,  36.9515943 ])"
2361,"BRINDEJONC, V","array([139.25939871, -48.676359  ])"
2362,"COHENTANNOUDJI, G","array([139.12747025, -50.8846577 ])"
2363,"PAULI, HC","array([-31.99196083,  97.90061945])"
2364,"PINSKY, SS","array([-38.10623795,  93.37186675])"
2365,"OLESEN, P","array([-34.69169634,  86.68400845])"
2366,"VOLKOV, AY","array([10.98150581, 51.2395078 ])"
2367,"HAMADA, K","array([ 17.34030011, 106.22309441])"
2368,"TAKHTAJAN, LA","array([174.74190253, 176.01922011])"
2369,"RIVELLES, VO","array([-25.3327224 ,  81.94125396])"
2370,"SEMENOVTIANSHANSKY, MA","array([ 85.96106143, 271.24907957])"
2371,"SEVOSTYANOV, AV","array([ 87.71111782, 269.86128165])"
2372,"SEVOSTYANOV, A","array([143.83167282,  -1.0098129 ])"
2373,"CASTELLANI, L","array([-1.60568826, 55.02468478])"
2374,"PEROTTO, A","array([ 3.8950362 , 47.92035935])"
2375,"GUO, SH","array([18.15847845, 77.79324959])"
2376,"CHEN, QZ","array([18.69326498, 76.87253548])"
2377,"FANG, X","array([19.70050297, 76.5844088 ])"
2378,"LIU, J","array([11.29926058, 72.43540767])"
2379,"LUO, XQ","array([18.47644268, 83.08290001])"
2380,"ZHENG, W","array([19.48999923, 77.63040558])"
2381,"SOLENG, HH","array([ 3.25314213, 57.47675136])"
2382,"LUKYANOV, S","array([36.15141794, 98.40539963])"
2383,"V, GG","array([180.69851318,  69.38448505])"
2384,"P, GR","array([182.97631233,  69.47106518])"
2385,"NAKAMURA, S","array([ 38.69258676, 109.16737801])"
2386,"HIROTA, R","array([ 38.40334384, 110.68536884])"
2387,"SAIDI, EH","array([  24.51952249, -148.11054231])"
2388,"BILGE, AH","array([  84.97530286, -121.24643542])"
2389,"DERELI, T","array([  87.51283631, -121.07226857])"
2390,"KOCAK, S","array([  85.63853404, -119.13536191])"
2391,"CURIO, G","array([-8.0229269 , 74.75630548])"
2392,"BRINK, L","array([-20.73063296,  46.45856183])"
2393,"VASILIEV, M","array([-24.34687098,  31.37470287])"
2394,"SAHU, PK","array([-143.34149809,  191.96708898])"
2395,"SASAKI, CAG","array([12.51665461, 66.07043097])"
2396,"CHIANG, T","array([-15.70222727,  68.00995662])"
2397,"ROAN, S","array([-28.23457855, 132.7516122 ])"
2398,"KANEKO, K","array([-93.80943182, -66.97591734])"
2399,"FINKEL, F","array([ -6.10135318, 296.81649203])"
2400,"GONZALEZLOPEZ, A","array([ -7.48156261, 294.61469882])"
2401,"RODRIGUEZ, MA","array([ -5.04265699, 293.79256931])"
2402,"SEGAL, AY","array([-11.98271581,  90.52106783])"
2403,"SHARAPOV, AA","array([-10.77802077,  92.85344521])"
2404,"KIM, TS","array([-17.91505151, 113.33198526])"
2405,"KYE, W","array([-18.62288826, 112.37005672])"
2406,"KIM, JK","array([-16.05524096, 104.05375521])"
2407,"BELLUCCI, S","array([ 6.63036414, 90.81977705])"
2408,"IKEDA, N","array([-27.16696707,  88.96119069])"
2409,"EASTHER, R","array([-30.94586485,  70.40652531])"
2410,"BOGOJEVIC, AR","array([33.87888669, 18.77705482])"
2411,"POPOVIC, D","array([29.2934763 , 22.06575591])"
2412,"ARIK, M","array([  14.89295044, -138.38007347])"
2413,"RADOR, T","array([  13.43116005, -140.22051937])"
2414,"MIRKASIMOV, RM","array([  15.59055261, -140.63095498])"
2415,"SHEPARD, JR","array([ 64.22347348, 218.74278576])"
2416,"MCNEIL, JA","array([ 62.8340644 , 216.92520457])"
2417,"ARIASA, PJ","array([-217.99047162,  137.34089619])"
2418,"LEAL, L","array([-215.72990446,  137.13848811])"
2419,"NAKAZAWA, N","array([ 69.6162151 , 265.98125655])"
2420,"BARBARIN, F","array([10.20956   , 69.68573629])"
2421,"SORBA, P","array([ 3.17410347, 72.72619582])"
2422,"SALCEDO, LL","array([-192.08024193,  141.92231859])"
2423,"AZCOITI, V","array([27.43264875, 90.76214306])"
2424,"LALIENA, V","array([27.72083933, 85.68638932])"
2425,"PLEBANSKI, JF","array([-45.93047209,  82.52889413])"
2426,"PRZANOWSKI, M","array([-51.45290119,  77.95175602])"
2427,"GARCIACOMPEAN, H","array([-43.45744046,  78.85577667])"
2428,"PONS, XGJM","array([-215.85363014,  110.62461839])"
2429,"FERREIRA, LA","array([-7.00464994, 44.59152363])"
2430,"GOMES, JF","array([-18.64931502,  39.48926237])"
2431,"ZIMERMAN, AH","array([-15.7619085,  38.5668184])"
2432,"ATHANASIU, GG","array([-14.00784648,  36.21827155])"
2433,"TURYSHEV, SG","array([  5.63176723, 261.78252057])"
2434,"RENAUD, P","array([149.38801681,   0.96142518])"
2435,"CARVALHAES, CG","array([-30.88029586,  73.25933428])"
2436,"BELVEDERE, LV","array([-27.09942601,  73.89711048])"
2437,"NATIVIDADE, CP","array([-32.26363929,  65.68273715])"
2438,"FILHO, HB","array([-34.24599882,  71.11177377])"
2439,"MULLERKIRSTEN, HJW","array([ -8.35519697, 106.22165784])"
2440,"ZHOU, J","array([ -5.71102136, 102.70186382])"
2441,"MIAO, Y","array([ -4.09490256, 108.53277074])"
2442,"MULVEY, JA","array([-18.01912018, 282.58331413])"
2443,"AHLUWALIA, DV","array([-178.96140335,   -2.30186462])"
2444,"VISNJIC, V","array([-50.91272056, 292.42544994])"
2445,"PILCH, K","array([ 7.93006081, 74.49260963])"
2446,"DUBIKOVSKY, A","array([-180.70335268,  150.42392202])"
2447,"ORAIFEARTAIGH, L","array([-17.23135136, 108.24054605])"
2448,"OLIVEIRA, W","array([-33.95063237,  81.18914163])"
2449,"NETO, JA","array([-33.97705195,  83.13228705])"
2450,"HOWE, P","array([15.63102543, 88.16143205])"
2451,"WEST, P","array([ 8.15015407, 84.35575524])"
2452,"LAWRENCE, A","array([-5.19954973, 76.22695493])"
2453,"CHATURVEDI, S","array([-58.74580462,  49.01902744])"
2454,"LOSEV, A","array([-0.74332404, 75.77972712])"
2455,"SHATASHVILI, S","array([ 6.49209562, 80.46513507])"
2456,"MOURAD, MF","array([  6.13742776, 121.47901923])"
2457,"R, S","array([-163.27379511,  186.11342665])"
2458,"KUCKERT, B","array([-81.58504642, -90.645546  ])"
2459,"LAVELLE, M","array([13.00654696, 99.4955078 ])"
2460,"WARNER, N","array([-3.87802692, 76.83182919])"
2461,"ASQUITH, B","array([  80.84676037, -137.88065318])"
2462,"HE, M","array([ 20.64545602, 100.77165594])"
2463,"FLOHR, M","array([ 8.11124649, 66.62335715])"
2464,"WILLIAMS, HT","array([ 62.75570778, -72.14314246])"
2465,"MAZUR, PO","array([-1.46771724, 48.67002079])"
2466,"ZAUGG, P","array([ 0.24229953, 65.37900752])"
2467,"RIDKY, J","array([-73.67427976, -78.3230424 ])"
2468,"IKEGAMI, K","array([ 30.16894252, 241.77323968])"
2469,"NAKAMURA, A","array([ 30.3454882 , 239.30486311])"
2470,"BATYREV, VV","array([178.2409574 , 103.86575118])"
2471,"BORISOV, LA","array([179.31747358, 106.43718561])"
2472,"FORRESTER, PJ","array([180.73438708, 117.55801991])"
2473,"ALBERTINI, G","array([ 59.92365199, 237.50111265])"
2474,"DAHMEN, SR","array([ 58.56434968, 235.73136433])"
2475,"WEHEFRITZ, B","array([ 60.77470655, 235.446199  ])"
2476,"AZARIA, P","array([198.69003032, 126.68595427])"
2477,"LECHEMINANT, P","array([197.50707105, 124.65260202])"
2478,"MOUHANNA, D","array([199.73784659, 124.4347699 ])"
2479,"CHAMON, C","array([-47.2371411 ,  77.56814208])"
2480,"MCKANE, AJ","array([-178.17692988,   17.69385391])"
2481,"TARLIE, MB","array([-177.55439118,   19.88561822])"
2482,"SACHDEV, S","array([34.68780316, 92.07297546])"
2483,"KOPNIN, NB","array([-19.27125435,  15.37968135])"
2484,"VOLOVIK, GE","array([-18.34515412,  23.68757766])"
2485,"PARTS, U","array([-20.76755987,  15.42629938])"
2486,"MARCOLLI, M","array([41.3607058 , 58.15381295])"
2487,"VIRBHADRA, KS","array([177.40080836, 191.42470414])"
2488,"STEIDL, S","array([-33.54958529, 103.29645298])"
2489,"HWANG, J","array([-37.23246749, 271.72197039])"
2490,"LAWRIE, ID","array([-79.43489185, 255.5011108 ])"
2491,"EPP, RJ","array([-79.66341954, 257.85282107])"
2492,"MARACHEVSKY, V","array([-35.43914811, 109.84482095])"
2493,"VASSILEVICH, D","array([-31.00123623, 107.94665027])"
2494,"GELLMANN, M","array([-160.83927695,  225.29702152])"
2495,"KUNG, JH","array([-41.29334917, 232.03718815])"
2496,"PUSZKARZ, W","array([-121.72603729,  -56.89798457])"
2497,"KOGUT, SCJ","array([-54.72650161,  81.59093674])"
2498,"RENKEN, R","array([-54.31868949,  80.29491409])"
2499,"HEUVEL, BVD","array([106.48017009, 220.78459351])"
2500,"HANDS, S","array([-60.96998561,  92.55860068])"
2501,"REMBIELINSKI, J","array([  23.98757909, -131.94034134])"
2502,"SINGH, A","array([-29.39230895,  46.98873124])"
2503,"DIGAL, S","array([-2.11792863, 36.98754752])"
2504,"SRIVASTAVA, AM","array([-1.02235735, 37.36707624])"
2505,"FLECHSIG, F","array([-0.55515044,  0.9661411 ])"
2506,"HUANG, S","array([157.01745027, 133.95331778])"
2507,"LISSIA, M","array([155.88949168, 132.07431991])"
2508,"HABIB, S","array([ 8.36748571, 36.20610103])"
2509,"KLUGER, Y","array([ 7.30302239, 35.4746635 ])"
2510,"PAZ, JP","array([10.08071949, 33.01194537])"
2511,"PERSSON, D","array([-54.56844726,  68.62320568])"
2512,"SKAGERSTAM, B","array([-53.44350445,  69.01271277])"
2513,"BRESSER, K","array([ 0.87285757, 14.85069794])"
2514,"MUELLERHOISSEN, F","array([ 1.46068561, 16.91100507])"
2515,"WALTON, MA","array([37.47382754, 78.17811773])"
2516,"GIRARD, P","array([-83.05057532,  49.47631842])"
2517,"STRIKER, T","array([ 3.01096266, 11.50423903])"
2518,"NAKAZATO, H","array([ 14.33540369, 276.07808888])"
2519,"NAMIKI, M","array([ 14.5404692 , 278.68956858])"
2520,"PASCAZIO, S","array([ 16.39455127, 277.69649693])"
2521,"DIEJEN, JFV","array([-195.4282334 ,  -11.79930369])"
2522,"V, TI","array([181.76099906,  71.39045255])"
2523,"BECCHI, CM","array([10.09903737, 55.93862985])"
2524,"SKALOZUB, VV","array([-160.05225938,  179.97607644])"
2525,"TISHCHENKO, AY","array([-161.53141765,  178.26046448])"
2526,"MOSHINSKY, M","array([-65.85008556,  82.10218979])"
2527,"SMIRNOV, YF","array([-65.42745663,  80.5018075 ])"
2528,"CHIM, L","array([26.67912997, 71.51223807])"
2529,"SINGH, K","array([ 17.34289094, 120.32193731])"
2530,"WEE, KY","array([ 17.14718525, 119.03761685])"
2531,"REUTER, M","array([-34.64983118,  64.49847254])"
2532,"DIEGO, O","array([ 94.34260044, -68.9853506 ])"
2533,"BAYER, R","array([-45.44237461, 101.61862026])"
2534,"DURU, IH","array([ 74.80957774, 220.64080835])"
2535,"I, IK","array([ 3.64142432, 44.79196104])"
2536,"TRUNK, M","array([135.37776057,  42.81642868])"
2537,"GAIDA, I","array([-2.7444527 , 64.35958135])"
2538,"HERNANDEZ, R","array([ 5.18348438, 59.38148542])"
2539,"SHIM, JS","array([175.88546456, 151.56291083])"
2540,"SONG, HS","array([177.80219777, 150.32936115])"
2541,"JACOBSON, TA","array([-17.84231635,  14.75122109])"
2542,"ABREU, EMC","array([-31.74330743,  71.54237544])"
2543,"ZAREMBO, K","array([-25.63700149,  78.95754636])"
2544,"CIRE, LS","array([ 56.44794619, 249.24733648])"
2545,"DELDUC, F","array([ 5.78715741, 82.61303828])"
2546,"HAMBLI, N","array([-19.77171039,  67.57430784])"
2547,"SHARP, RT","array([-21.89390501,  66.61135864])"
2548,"BELLONI, M","array([-48.51399063,  81.81896083])"
2549,"OKUMURA, Y","array([-40.53847414, 287.7123048 ])"
2550,"SUZUKI, S","array([-38.61407993, 289.00237089])"
2551,"MORITA, K","array([-40.76049454, 289.87571587])"
2552,"PEIRANO, PMPP","array([165.06550656, 119.17991403])"
2553,"GRUNDBERG, J","array([-28.71474033,  64.9857093 ])"
2554,"HANSSON, TH","array([-35.64471869,  63.07761424])"
2555,"ZIMMERSCHIED, F","array([-14.07058905, 107.76879226])"
2556,"FIORAVANTI, D","array([27.79266326, 82.8128353 ])"
2557,"RAVANINI, F","array([34.03215801, 80.01522926])"
2558,"STANISHKOV, M","array([31.83960715, 71.92641892])"
2559,"JACOB, OC","array([118.50033404, 220.1357388 ])"
2560,"ADLER, RJ","array([117.70834416, 217.90529334])"
2561,"CHECHELASHVILI, G","array([-35.72498255, 122.66464516])"
2562,"JORJADZE, G","array([-30.81368921, 114.33771387])"
2563,"CIENTIFICAS, AECG","array([-235.46262932,  115.54604201])"
2564,"CHUBYKALO, AE","array([167.1908765,  82.688598 ])"
2565,"SMIRNOVRUEDA, R","array([167.83903533,  84.95401679])"
2566,"KAPLAN, DM","array([-10.61478287,  74.00939525])"
2567,"MICHELSON, J","array([-15.15874128,  69.33641565])"
2568,"DEY, B","array([-64.28012278,  54.40630062])"
2569,"KUMAR, CN","array([-62.77193631,  54.11733886])"
2570,"SCHIMMRIGK, R","array([ 3.59655697, 64.2636954 ])"
2571,"DZHUNUSHALIEV, VD","array([-218.75726353,   67.72158292])"
2572,"USHVERIDZE, AG","array([-15.51433998, 126.46679498])"
2573,"AITCHISON, IJR","array([-22.12105846,  61.39594596])"
2574,"WELLING, M","array([167.17481175,  -8.61140879])"
2575,"EBOLI, OJP","array([-113.94035339, -134.76663832])"
2576,"REIS, HC","array([-116.06888569, -133.96140526])"
2577,"NUNES, JP","array([-8.59882244, 95.92189091])"
2578,"RADFORD, C","array([172.3707413 , -59.30051406])"
2579,"HERDEGEN, A","array([ 20.68506797, 287.88726985])"
2580,"RIETDIJK, RH","array([ 0.11581914, 98.01161552])"
2581,"GRIMM, R","array([-19.37897013,  85.88043801])"
2582,"HAHN, S","array([-30.85370241,  84.54886393])"
2583,"KEMMOKU, R","array([ 14.53906604, 104.63231637])"
2584,"SAITO, S","array([ 22.86928363, 101.65706651])"
2585,"LUCCHESI, C","array([-13.3056174 ,  53.12523909])"
2586,"REFOLLI, A","array([ 2.0850041, 68.3029163])"
2587,"WEINBERG, S","array([ 2.73127677, 85.19805317])"
2588,"MALYUTA, YM","array([-197.2435197 ,  -57.17555474])"
2589,"AKSENOV, NN","array([-195.05520222,  -56.78617576])"
2590,"HEWSON, SF","array([ 1.07688534, 70.9156016 ])"
2591,"FABRE, C","array([-5.57828409, 62.53300331])"
2592,"YANAGIDA, T","array([2.92224248e-02, 5.27106698e+01])"
2593,"DONAGI, R","array([-3.89632884, 71.11615853])"
2594,"KOSEKI, M","array([ -6.00521534, 105.16711347])"
2595,"ENDO, R","array([-10.1899824 , 101.76223881])"
2596,"SANDE, BVD","array([-31.32131586, 104.75642552])"
