# index, label, _pos
2899,"KHOKHLOV, AM","array([ 59.60636628, -22.64397313])"
2900,"ORAN, ES","array([ 51.05644199, -21.64122162])"
2901,"MAKI, K","array([ 52.53758655, -62.66055115])"
2902,"MITSUI, T","array([ 54.36604993, -55.64580248])"
2903,"ORITO, S","array([ 54.87727245, -55.76654262])"
2904,"OBRIEN, I","array([ 84.74820417, -52.54073935])"
2905,"GAUDI, BS","array([ 51.78512416, -25.69439078])"
2906,"BURBIDGE, G","array([ 82.00867383, -26.87884732])"
2907,"HOYLE, F","array([ 74.72181864, -21.49541102])"
2908,"NOMOTO, K","array([ 53.66112051, -36.09146528])"
2909,"EPSTEIN, R","array([ 15.01958474, -26.25797053])"
2910,"JUN, B","array([ 68.76330353, -32.54287583])"
2911,"ISENBERG, M","array([ 51.89466148, -44.57232373])"
2912,"WANG, JCL","array([ 58.01148738, -41.58401985])"
2913,"DEHNEN, W","array([ 63.33204535, -18.39795738])"
2914,"NYMAN, L","array([ 52.70245923, -14.23916301])"
2915,"YAMADA, S","array([ 36.17345037, -42.20196003])"
2916,"BRUIJNE, JHJD","array([ 53.06409566, -19.22674533])"
2917,"MAGDZIARZ, P","array([ 61.07330858, -42.96645608])"
2918,"KATZ, CA","array([ 57.73466057, -43.23353769])"
2919,"BARTHELMY, SD","array([ 57.6448108 , -43.64496875])"
2920,"BAUMGARTNER, WH","array([ 57.98218708, -43.43550714])"
2921,"CLINE, TL","array([ 56.01648835, -45.50579426])"
2922,"GEHRELS, N","array([ 59.06497223, -44.30028518])"
2923,"HURLEY, KC","array([ 58.53130534, -41.96964224])"
2924,"MOORE, CB","array([ 59.61028492, -42.81088727])"
2925,"RUTLEDGE, RE","array([ 58.48704018, -40.85103817])"
2926,"TROTTER, CS","array([ 58.14207359, -41.91894093])"
2927,"HERAUDEAU, P","array([ 69.36340628, -21.98353924])"
2928,"SIMIEN, F","array([ 73.71295646, -12.43381337])"
2929,"JACKSON, CA","array([ 72.90930435, -30.80214266])"
2930,"MATEO, AUWKM","array([ 45.67052765, -17.43359247])"
2931,"WRIGHT, GFSEL","array([64.46502207, -7.69212338])"
2932,"GORSKI, K","array([62.61855452, -8.26907413])"
2933,"LINEWEAVER, CH","array([ 65.36475256, -13.29457104])"
2934,"LINEWEAVER, C","array([59.44562538, -8.26753054])"
2935,"TENORIO, L","array([ 63.88669473, -10.07643193])"
2936,"JACKSON, PD","array([63.84552089, -8.58158519])"
2937,"KEEGSTRA, P","array([64.28590162, -8.88827824])"
2938,"BANDAY, A","array([64.07844483, -8.07618763])"
2939,"JACKSON, P","array([64.45561157, -8.38695663])"
2940,"WILKINSON, DT","array([ 64.91849138, -10.71569621])"
2941,"REETZ, J","array([ 47.31428237, -28.08500036])"
2942,"STEIN, P","array([ 73.07967091, -13.86640192])"
2943,"OSTRIKER, E","array([ 53.73335651, -39.42866537])"
2944,"SINGH, LP","array([ 20.68466909, -64.7402046 ])"
2945,"ELZANT, A","array([ 16.32328823, 181.05740901])"
2946,"SEITZ, C","array([ 74.59279904, -22.93744827])"
2947,"HAARLEM, MPV","array([ 72.5800219 , -14.95486243])"
2948,"GRANATO, GL","array([ 67.48278944, -23.53990374])"
2949,"PARK, C","array([ 62.99220534, -24.84604632])"
2950,"HUANG, Z","array([ 74.36046068, -28.18495825])"
2951,"EKE, VR","array([ 69.3464092 , -24.92978137])"
2952,"QUINLAN, GD","array([ 65.0573632 , -19.94961707])"
2953,"KINMAN, TD","array([ 46.39674745, -32.31534061])"
2954,"PIER, JR","array([ 54.36127281, -30.77948631])"
2955,"HARMER, DL","array([ 47.24297654, -32.57017678])"
2956,"VALDES, F","array([ 46.72737453, -32.50167331])"
2957,"HANSON, RB","array([ 45.97755724, -31.11733343])"
2958,"KLEMOLA, AR","array([ 51.54989778, -35.55051283])"
2959,"GAMMIE, CF","array([ 51.73094954, -27.82349405])"
2960,"OSTRIKER, EC","array([ 45.36694073, -19.89144501])"
2961,"LU, L","array([ 58.8308972 , -27.05374215])"
2962,"BARLOW, TA","array([ 64.32590014, -26.85412789])"
2963,"BREUGEL, WV","array([ 65.91954239, -30.9803113 ])"
2964,"SPINRAD, RAH","array([ 72.25160179, -31.51278765])"
2965,"LANZONI, B","array([ 61.15756235, -19.75086729])"
2966,"RENZINI, A","array([ 58.96417662, -27.66031396])"
2967,"WILSON, G","array([ 62.42000152, -26.84489203])"
2968,"SUTHERLAND, WJ","array([ 63.63630047, -27.06440608])"
2969,"JAFFE, A","array([ 59.59446184, -17.6869428 ])"
2970,"BROMLEY, BC","array([ 55.47892001, -23.28753097])"
2971,"CHEN, K","array([ 62.69057327, -40.93011368])"
2972,"MILLER, WA","array([ 52.82041035, -34.36625379])"
2973,"MARTIN, CL","array([ 58.4839134 , -29.43792079])"
2974,"JEGERLEHNER, B","array([ 23.44961383, -22.8320217 ])"
2975,"NEUBIG, F","array([ 23.68980281, -22.16133858])"
2976,"KAMPEN, EV","array([ 67.25486602, -24.10250988])"
2977,"AVELINO, P","array([ 45.77232104, -11.94710178])"
2978,"BELOBORODOV, AM","array([ 55.16849295, -40.36061776])"
2979,"DEARBORN, DSP","array([ 38.90774667, -21.84851624])"
2980,"DAVIDSON, K","array([ 62.3156145, -37.5002685])"
2981,"HOFMANN, K","array([ 54.55664203, -43.11287255])"
2982,"WEIGELT, G","array([ 44.5023705 , -44.71551779])"
2983,"SCHWARZ, R","array([ 55.80590747, -38.79463196])"
2984,"ORIO, M","array([ 53.25543347, -43.39757296])"
2985,"BARTSCH, A","array([ 79.20339926, -24.38175189])"
2986,"VOGT, SS","array([ 48.07768937, -28.538107  ])"
2987,"NORMAN, PAML","array([62.11086607, -8.09107164])"
2988,"BEDNAREK, W","array([ 75.07008777, -53.46432972])"
2989,"MASTICHIADIS, A","array([ 75.67137744, -44.7616624 ])"
2990,"TOMITA, A","array([ 74.87956169, -49.96198375])"
2991,"TOMITA, Y","array([ 82.38422058, -54.34256644])"
2992,"SAITO, M","array([ 79.91055731, -48.5920292 ])"
2993,"RICHARD, O","array([ 28.5366465 , -30.74750101])"
2994,"VAUCLAIR, S","array([ 27.05237007, -29.72618574])"
2995,"DZIEMBOWSKI, WA","array([ 34.04863912, -33.18529407])"
2996,"BLONDIN, JM","array([ 46.97800152, -45.38845148])"
2997,"CHEVALIER, RA","array([ 57.360063  , -34.75576267])"
2998,"SUBRAMANIAN, P","array([ 90.8136999 , -37.08955965])"
2999,"BECKER, PA","array([ 86.41851403, -36.06692795])"
3000,"KAFATOS, M","array([ 89.66274043, -24.78252555])"
3001,"SCHAEFER, R","array([ 46.2705479 , -56.28854981])"
3002,"KISELMAN, D","array([ 33.79702472, -16.89727498])"
3003,"CARLSSON, M","array([17.93842194, -8.11642269])"
3004,"PEREZ, CA","array([ 71.89486893, -62.94478122])"
3005,"SILBERGLEIT, AS","array([ 72.36820948, -64.4754559 ])"
3006,"WAGONER, RV","array([ 70.21535827, -57.88498466])"
3007,"LEHR, DE","array([ 68.69882556, -54.76518164])"
3008,"TOUMBAS, N","array([ 35.31318004, -24.82350856])"
3009,"STARRFIELD, S","array([ 43.9007782 , -40.76151631])"
3010,"ALLARD, F","array([ 46.12534996, -31.41863938])"
3011,"LUBIN, AJBP","array([65.93909284, -6.05215994])"
3012,"NORMAN, M","array([ 59.21607122, -17.45953396])"
3013,"J, SL","array([60.75654383, 13.10128616])"
3014,"L, KD","array([61.65358177, 13.00934779])"
3015,"W, HR","array([61.0386792 ,  5.90728033])"
3016,"FULLANA, MJ","array([ 16.91293201, -53.45546781])"
3017,"ARNAU, JV","array([ 17.32743568, -54.38352992])"
3018,"VALENCIA, DSAD","array([ 13.01192335, -55.94629336])"
3019,"ALEXANDER, FADR","array([ 40.14186044, -38.0509439 ])"
3020,"SCHWEITZER, A","array([ 41.28441683, -34.22982859])"
3021,"ADLER, SL","array([ 61.18589764, 152.61261989])"
3022,"HENRIKSEN, MGHRN","array([ 203.90536803, -183.9587861 ])"
3023,"DOERRER, T","array([ 67.01680438, -52.20801735])"
3024,"RIFFERT, H","array([ 62.38028482, -46.70029063])"
3025,"RUDER, H","array([ 67.88876475, -55.52884771])"
3026,"COLLABORATION, TB","array([ -2.92864256, 138.15223049])"
3027,"MORGANTI, R","array([ 72.52496595, -34.94217735])"
3028,"DANZIGER, IJ","array([ 58.29654405, -34.9514334 ])"
3029,"FOSBURY, RAE","array([ 64.49344411, -30.0268194 ])"
3030,"GEIGER, B","array([ 83.39560639, -26.73679137])"
3031,"SAVIANE, I","array([ 51.10614822, -16.75328956])"
3032,"HELD, EV","array([ 52.53229006, -16.45199341])"
3033,"IA, GP","array([48.28461919, -9.15862971])"
3034,"FREEMAN, PE","array([ 56.6312457 , -46.02274927])"
3035,"WILSON, RB","array([ 60.37353828, -45.6536546 ])"
3036,"FREYBERG, MJ","array([ 59.27779569, -37.28620739])"
3037,"SARMIENTO, DPA","array([ -60.31776694, -198.05527715])"
3038,"LANZETTA, KM","array([ 57.71336349, -28.35926971])"
3039,"SCARGLE, JD","array([ 54.08027198, -60.07732297])"
3040,"KOCHANSKI, GP","array([ 60.03876604, -14.62489843])"
3041,"COOKE, AJ","array([ 82.00686725, -31.10590091])"
3042,"SILBER, CRLAD","array([ 81.35698143, -31.11472275])"
3043,"LANGSTON, GI","array([ 82.092968  , -31.78810552])"
3044,"PASSOT, T","array([ 47.30995428, -18.92991108])"
3045,"VAZQUEZSEMADENI, E","array([ 46.47826861, -18.29085469])"
3046,"POUQUET, A","array([ 40.85058784, -13.24760677])"
3047,"HOFFMAN, GL","array([ 40.37338117, -20.84439601])"
3048,"FARHAT, B","array([ 35.21617206, -21.97081729])"
3049,"ROOS, T","array([ 34.53703934, -21.92160957])"
3050,"HELOU, HWG","array([ 34.94223684, -21.41945422])"
3051,"HOFFMAN, EESGL","array([-149.7218333 ,  -70.06842876])"
3052,"ZAVLIN, YASVE","array([ 50.89733975, -65.62525395])"
3053,"ZIMDAHL, W","array([14.64852188, -0.98994721])"
3054,"CARIGNAN, C","array([ 64.16217492, -22.28118382])"
3055,"BEAULIEU, S","array([ 60.31782015, -25.78002828])"
3056,"BALLESTEROSPAREDES, J","array([ 45.36626332, -20.50276457])"
3057,"WOLLACK, EJ","array([ 58.56603154, -11.56091623])"
3058,"JAROSIK, N","array([ 57.75241191, -10.52208844])"
3059,"NETTERFIELD, CB","array([ 62.51965889, -13.86017803])"
3060,"PAGE, L","array([ 55.60390409, -18.17106645])"
3061,"WILKINSON, D","array([ 57.31630506, -10.65514328])"
3062,"MONTANARI, E","array([ 65.3407866 , -44.28421603])"
3063,"FORTINI, P","array([ 76.14987319, -61.18513666])"
3064,"CUTLER, C","array([ 41.17616382, -42.62057169])"
3065,"LINDBLOM, L","array([ 31.11860591, -31.19303843])"
3066,"ALFINITO, E","array([234.75459487,  76.73804145])"
3067,"IORIO, A","array([234.51727175,  75.37050266])"
3068,"LISI, E","array([ 35.54188887, -30.0350699 ])"
3069,"ALBURGER, DE","array([ 39.49083461, -32.04563245])"
3070,"BRAECKELEER, LD","array([ 38.04268162, -33.6820906 ])"
3071,"FREEDMAN, SJ","array([ 39.41301462, -32.5676063 ])"
3072,"NAPOLITANO, J","array([ 39.5878592 , -32.97878742])"
3073,"SASLAW, WC","array([59.74251007, -7.5324479 ])"
3074,"TANTALO, R","array([ 54.43685264, -12.51595295])"
3075,"BRESSAN, A","array([ 61.32771354, -17.88777312])"
3076,"FAGOTTO, F","array([ 53.78655409, -17.37960287])"
3077,"LAUGHLIN, G","array([ 40.35452173, -39.53592421])"
3078,"JANSSEN, MA","array([ 64.33514179, -16.06591982])"
3079,"SEIFFERT, MD","array([ 64.29590242, -15.67834292])"
3080,"LAWRENCE, CR","array([ 65.34354959, -19.57145521])"
3081,"GAIER, T","array([ 60.68618327, -15.44075228])"
3082,"GULKIS, S","array([ 65.43869974, -19.23017684])"
3083,"LEVIN, SM","array([ 63.97280957, -15.96666364])"
3084,"MEINHOLD, P","array([ 60.66035099, -17.25584314])"
3085,"READHEAD, ACS","array([ 65.88275292, -25.70287329])"
3086,"GARILLI, B","array([ 71.61403741, -29.33039753])"
3087,"BOTTINI, D","array([ 76.94313285, -26.41648195])"
3088,"CARRASCO, DML","array([ 81.4826941 , -27.45114385])"
3089,"RECILLAS, E","array([ 73.068629  , -28.66547373])"
3090,"PIZZO, L","array([ 72.9851777 , -24.55931495])"
3091,"DALLOGLIO, G","array([ 72.19341402, -22.78509984])"
3092,"WHYBORN, N","array([ 72.35515918, -23.64539881])"
3093,"LEMKE, R","array([ 72.88768616, -24.19171296])"
3094,"OTAROLA, A","array([ 73.99605431, -25.38442853])"
3095,"NYMAN, LA","array([ 73.46228135, -24.45912688])"
3096,"BOOTH, R","array([ 72.09619408, -22.40019754])"
3097,"ULMER, A","array([ 51.8694548, -20.6134058])"
3098,"PADOAN, P","array([ 54.03182327, -22.91811137])"
3099,"COUTURES, C","array([ 54.51438901, -19.61135428])"
3100,"GHESQUIERE, C","array([ 53.41078427, -38.46650017])"
3101,"GIRAUDHERAUD, Y","array([ 54.20683043, -25.19538115])"
3102,"HECQUET, J","array([ 54.93281879, -25.25951039])"
3103,"KAPLAN, J","array([ 56.05431429, -22.49302798])"
3104,"DU, YL","array([ 53.96564086, -22.19649082])"
3105,"MELCHIOR, AL","array([ 56.8519072 , -23.14062929])"
3106,"MONIEZ, M","array([ 54.82745219, -19.62607504])"
3107,"BYKOV, A","array([ 45.51297333, -55.17227974])"
3108,"KHOKHLOV, A","array([ 52.7070929 , -24.75214468])"
3109,"AND, RD","array([40.25619161,  0.94419701])"
3110,"HOBSON, M","array([ 59.10898618, -18.64358271])"
3111,"GIAVALISCO, M","array([ 63.24121438, -28.76342308])"
3112,"ADELBERGER, K","array([ 57.85115047, -23.72497123])"
3113,"KHOKKHLOV, A","array([ 35.40536653, -28.67895434])"
3114,"LIANG, E","array([ 62.63050552, -52.50600437])"
3115,"DEBATTISTA, VP","array([ 43.62584608, -24.36808905])"
3116,"HUMPHREYS, N","array([18.60343822, -4.0842622 ])"
3117,"MATRAVERS, D","array([18.18533044, -3.17035634])"
3118,"NOBILI, L","array([ 54.98165212, -57.97459743])"
3119,"ERNA, M","array([ 56.31763657, -60.28294922])"
3120,"KOLATT, TS","array([ 63.28916934, -20.00298102])"
3121,"JACZKO, G","array([ 41.70656055, -69.2383133 ])"
3122,"SARMIENTO, A","array([ 51.84128597, -65.5912258 ])"
3123,"EMSELLEM, E","array([ 69.14581216, -16.27306952])"
3124,"AJHAR, EA","array([ 60.16676852, -25.01630787])"
3125,"BAUM, WA","array([ 61.1021987 , -22.40294441])"
3126,"HOLTZMAN, JA","array([ 58.73197535, -23.17070978])"
3127,"LAUER, TR","array([ 60.99661981, -22.01264372])"
3128,"LYNDS, CR","array([ 59.94178491, -21.73640773])"
3129,"JR, EJO","array([ 61.71685428, -19.50878808])"
3130,"OBSERVATORY, KPN","array([ 60.86832386, -19.2942103 ])"
3131,"WASHINGTON, UO","array([ 61.51648988, -19.15829823])"
3132,"LUBIN, NMSUM","array([ 61.17534707, -19.29850746])"
3133,"CABANAC, R","array([103.42963224,  -7.82891502])"
3134,"GRASSO, D","array([ 28.6066481 , -25.65277626])"
3135,"RUBINSTEIN, HR","array([ 30.56856307, -26.73806866])"
3136,"KRITSUK, A","array([ 54.79808772, -40.82561061])"
3137,"DIXON, WVD","array([ 46.80617765, -28.35105486])"
3138,"DAVIDSEN, AF","array([ 58.37560901, -32.57864446])"
3139,"FERGUSON, H","array([ 58.32298147, -34.23017226])"
3140,"MURALI, C","array([ 49.6146396 , -34.74730272])"
3141,"FUJITA, Y","array([ 53.92850874, -51.17224438])"
3142,"KOYAMA, K","array([ 65.84520984, -46.50823065])"
3143,"TSURU, T","array([ 64.41210951, -41.38135121])"
3144,"MATSUMOTO, H","array([ 59.08935071, -47.91440449])"
3145,"MAKISHIMA, K","array([ 66.22469102, -40.55303756])"
3146,"ISHISAKI, Y","array([ 64.12660688, -42.0500001 ])"
3147,"OGASAKA, Y","array([ 66.16227634, -39.03442037])"
3148,"RATCLIFFE, A","array([ 71.48812818, -24.77106671])"
3149,"BROADBENT, A","array([ 73.29329502, -24.06765935])"
3150,"PARKER, QA","array([ 68.36742961, -30.21825856])"
3151,"WATSON, FG","array([ 73.17183003, -23.42752088])"
3152,"OATES, AP","array([ 72.75890295, -23.38772065])"
3153,"GNEDIN, NY","array([ 57.94961839, -19.84128403])"
3154,"TUCKER, DL","array([ 59.66040428, -23.99310135])"
3155,"KRASTEV, PI","array([ 44.2197541 , -29.31126206])"
3156,"LEONE, L","array([ 35.74972304, -26.53946283])"
3157,"HOZUMI, S","array([ 52.93918611, -40.92642086])"
3158,"FUJIWARA, T","array([ 47.77872694, -38.58185889])"
3159,"SCHUBNELL, MS","array([ 62.76596851, -47.80967447])"
3160,"AKERLOF, CW","array([ 62.83319573, -48.11628463])"
3161,"BUCKLEY, SBJ","array([ 64.57227401, -50.01530471])"
3162,"CARTERLEWIS, DA","array([ 63.14706956, -45.5704277 ])"
3163,"CAWLEY, MF","array([ 62.70309113, -45.76433161])"
3164,"CHANTELL, M","array([ 61.52058646, -50.51415181])"
3165,"CONNAUGHTON, V","array([ 63.383928  , -44.87515531])"
3166,"FEGAN, DJ","array([ 62.92072232, -45.4316438 ])"
3167,"FENNELL, S","array([ 64.37134892, -50.33001494])"
3168,"GAIDOS, JA","array([ 63.16235158, -46.85872224])"
3169,"HILLAS, AM","array([ 62.92117622, -45.76238948])"
3170,"LAMB, ADKRC","array([ 63.41326238, -50.1434205 ])"
3171,"MEYER, DI","array([ 63.73969133, -49.94759103])"
3172,"MOHANTY, G","array([ 63.21698618, -48.11370301])"
3173,"ROVERO, AC","array([ 63.88169695, -48.75458139])"
3174,"SEMBROSKI, G","array([ 62.1909956 , -45.83705822])"
3175,"WEEKES, TC","array([ 62.57945846, -46.44597153])"
3176,"WILSON, C","array([ 63.19900342, -50.48026553])"
3177,"ZWEERINK, J","array([ 63.11075283, -47.81766892])"
3178,"FERGUSON, AMN","array([ 52.77798959, -15.28038273])"
3179,"GALLAGHER, JS","array([ 56.46338878, -23.12429459])"
3180,"HUNTER, DA","array([ 54.6412667 , -23.01762856])"
3181,"CHRISTIANSEN, MB","array([ 22.27652633, -56.29255293])"
3182,"TAGLIAFERRI, G","array([ 62.15826063, -41.43618856])"
3183,"BAO, G","array([ 62.39569184, -47.12440842])"
3184,"ISRAEL, GL","array([ 61.35537723, -38.61607826])"
3185,"STELLA, L","array([ 61.96412947, -39.57428376])"
3186,"CASSIDY, I","array([ 96.02443342, 177.40567928])"
3187,"RAINE, DJ","array([ 96.87996662, 178.85649004])"
3188,"KITAYAMA, T","array([ 59.85137783, -37.02507563])"
3189,"VALLURI, M","array([ 42.99397136, -26.11891683])"
3190,"MARTINEZ, J","array([26.29351492,  9.47625647])"
3191,"MAIA, MAG","array([ 61.24193417, -21.26782706])"
3192,"SUZUKI, JA","array([ 63.50384271, -15.36454595])"
3193,"WILLMER, CNA","array([ 61.82737537, -21.74791916])"
3194,"RITE, C","array([ 62.26883535, -21.16970026])"
3195,"CONTI, PS","array([ 49.03386973, -22.25680719])"
3196,"DIAFERIO, A","array([ 65.96281241, -23.30927638])"
3197,"RAUSCHER, T","array([ 41.72223508, -38.79801311])"
3198,"KRATZ, KL","array([ 43.56675146, -34.43949182])"
3199,"BOFFIN, H","array([ 51.73979036, -13.57975156])"
3200,"JORISSEN, A","array([ 46.38245378, -19.54392674])"
3201,"BIERMANN, ADPL","array([ 252.00476623, -102.40439483])"
3202,"LABEYRIE, A","array([ -93.52468697, -143.87823145])"
3203,"KMETKO, J","array([-146.65524262,   47.27722973])"
3204,"BATTANER, E","array([ 74.35577688, -24.19365113])"
3205,"FLORIDO, E","array([ 80.77247117, -30.68841286])"
3206,"JIMENEZVICENTE, J","array([ 74.40744911, -19.07568081])"
3207,"CORRADI, RLM","array([ 53.46289192, -24.70203175])"
3208,"GENTET, LJ","array([ 59.73052476, -15.89276105])"
3209,"CARLSON, CE","array([229.80243404, -97.9552448 ])"
3210,"LOWENSTEIN, EJ","array([228.63349944, -99.02299933])"
3211,"CROFT, RAC","array([ 59.48398842, -22.9973147 ])"
3212,"CARDALL, CY","array([ 31.35315249, -28.46200415])"
3213,"BELLANDI, J","array([ 39.86173307, -68.55711404])"
3214,"GOWER, AC","array([ 71.20679432, -12.72103664])"
3215,"DEWEY, SRA","array([ 70.48318109, -12.10611002])"
3216,"BERTIN, E","array([ 64.11449711, -20.71383792])"
3217,"DENNEFELD, M","array([ 62.7510923 , -23.07837068])"
3218,"MUCKE, A","array([ 68.9644558 , -52.30528435])"
3219,"FICHTEL, CE","array([ 68.47629108, -52.60137552])"
3220,"HARTMAN, RC","array([ 66.15227457, -44.26609686])"
3221,"KANBACH, G","array([ 64.69237642, -47.92759906])"
3222,"KNIFFEN, DA","array([ 69.39224873, -52.53247182])"
3223,"HASSELWANDER, HAM","array([ 68.91569074, -52.77323878])"
3224,"MERCK, M","array([ 69.47383187, -52.13129533])"
3225,"MICHELSON, PF","array([ 66.51895462, -51.89667472])"
3226,"MONTIGNY, CV","array([ 68.01609535, -47.10028548])"
3227,"WILLIS, TD","array([ 70.17592224, -51.63067872])"
3228,"CHEVALIER, C","array([ 46.73141564, -47.87370078])"
3229,"ILOVAISKY, SA","array([ 47.11164285, -48.4848912 ])"
3230,"CALDWELL, R","array([ 52.09223757, -21.69826269])"
3231,"BYUN, YI","array([ 69.68352467, -24.30654904])"
3232,"KORMENDY, J","array([ 62.54359202, -25.51921673])"
3233,"RICHSTONE, D","array([ 62.25612701, -26.0619205 ])"
3234,"PAGE, MJ","array([ 68.50550764, -33.05236491])"
3235,"MCMAHON, R","array([ 65.5878626 , -25.84738675])"
3236,"GONZALEZSERRANO, I","array([ 69.66509902, -32.69257542])"
3237,"CARLBERG, R","array([ 73.21956796, -21.15238988])"
3238,"CUILLANDRE, JC","array([ 68.65141126, -26.90237197])"
3239,"DEUSTUA, S","array([ 60.1677169 , -28.84529012])"
3240,"GABI, S","array([ 60.75282828, -28.01767116])"
3241,"GROOM, D","array([ 60.30097853, -28.05702371])"
3242,"HOOK, I","array([ 59.18651548, -27.57280104])"
3243,"KIM, M","array([ 59.19512703, -27.96604966])"
3244,"PAIN, R","array([ 60.28194689, -29.08336035])"
3245,"PENNYPACKER, C","array([ 58.83053215, -27.92897501])"
3246,"SMALL, I","array([ 59.45737296, -27.76543698])"
3247,"BOYLE, B","array([ 58.97104166, -32.95092779])"
3248,"BUNCLARK, P","array([ 59.47759233, -27.43888828])"
3249,"NEWBERG, H","array([ 59.51794752, -28.02101386])"
3250,"MATHESON, T","array([ 60.44808901, -31.00680713])"
3251,"DOPITA, M","array([ 62.05258956, -31.2140506 ])"
